GeneA_ID,GeneA_Name,GeneB_ID,GeneB_Name,ConfidenceScore,Source
ENSG00000129152.4,MYOD1,ENSG00000130816.17,DNMT1,385,STRING
ENSG00000129152.4,MYOD1,ENSG00000142453.13,CARM1,494,STRING
ENSG00000129152.4,MYOD1,ENSG00000127616.22,SMARCA4,957,STRING
ENSG00000129152.4,MYOD1,ENSG00000187266.14,EPOR,209,STRING
ENSG00000129152.4,MYOD1,ENSG00000130176.8,CNN1,165,STRING
ENSG00000129152.4,MYOD1,ENSG00000141837.23,CACNA1A,155,STRING
ENSG00000129152.4,MYOD1,ENSG00000132005.9,RFX1,174,STRING
ENSG00000129152.4,MYOD1,ENSG00000141867.19,BRD4,562,STRING
ENSG00000129152.4,MYOD1,ENSG00000072958.9,AP1M1,1000,HuRI
ENSG00000129152.4,MYOD1,ENSG00000127528.6,KLF2,172,STRING
ENSG00000129152.4,MYOD1,ENSG00000269058.6,CALR3,150,STRING
ENSG00000129152.4,MYOD1,ENSG00000072954.7,TMEM38A,172,STRING
ENSG00000129152.4,MYOD1,ENSG00000130522.6,JUND,222,STRING
ENSG00000129152.4,MYOD1,ENSG00000005007.14,UPF1,159,STRING
ENSG00000129152.4,MYOD1,ENSG00000213999.17,MEF2B,710,STRING
ENSG00000129152.4,MYOD1,ENSG00000245848.3,CEBPA,529,STRING
ENSG00000129152.4,MYOD1,ENSG00000105672.15,ETV2,213,STRING
ENSG00000129152.4,MYOD1,ENSG00000161281.11,COX7A1,194,STRING
ENSG00000129152.4,MYOD1,ENSG00000120784.17,ZFP30,190,STRING
ENSG00000129152.4,MYOD1,ENSG00000196218.15,RYR1,441,STRING
ENSG00000129152.4,MYOD1,ENSG00000068903.21,SIRT2,443,STRING
ENSG00000129152.4,MYOD1,ENSG00000090932.11,DLL3,165,STRING
ENSG00000129152.4,MYOD1,ENSG00000176396.11,EID2,371,STRING
ENSG00000129152.4,MYOD1,ENSG00000090006.18,LTBP4,201,STRING
ENSG00000129152.4,MYOD1,ENSG00000105723.13,GSK3A,156,STRING
ENSG00000129152.4,MYOD1,ENSG00000204941.14,PSG5,168,STRING
ENSG00000129152.4,MYOD1,ENSG00000130203.10,APOE,151,STRING
ENSG00000129152.4,MYOD1,ENSG00000104856.15,RELB,167,STRING
ENSG00000129152.4,MYOD1,ENSG00000177045.11,SIX5,505,STRING
ENSG00000129152.4,MYOD1,ENSG00000104936.20,DMPK,355,STRING
ENSG00000129152.4,MYOD1,ENSG00000170608.3,FOXA3,220,STRING
ENSG00000129152.4,MYOD1,ENSG00000181027.11,FKRP,163,STRING
ENSG00000129152.4,MYOD1,ENSG00000130751.10,NPAS1,160,STRING
ENSG00000129152.4,MYOD1,ENSG00000169393.10,ELSPBP1,550,STRING
ENSG00000129152.4,MYOD1,ENSG00000176909.13,MAMSTR,340,STRING
ENSG00000129152.4,MYOD1,ENSG00000142541.18,RPL13A,179,STRING
ENSG00000129152.4,MYOD1,ENSG00000169169.15,CPT1C,192,STRING
ENSG00000129152.4,MYOD1,ENSG00000086967.10,MYBPC2,380,STRING
ENSG00000129152.4,MYOD1,ENSG00000198300.14,PEG3,382,STRING
ENSG00000129152.4,MYOD1,ENSG00000130726.12,TRIM28,159,STRING
ENSG00000129152.4,MYOD1,ENSG00000099326.9,MZF1,313,STRING
ENSG00000129152.4,MYOD1,ENSG00000125878.7,TCF15,444,STRING
ENSG00000129152.4,MYOD1,ENSG00000215397.4,SCRT2,151,STRING
ENSG00000129152.4,MYOD1,ENSG00000088881.22,EBF4,193,STRING
ENSG00000129152.4,MYOD1,ENSG00000125817.8,CENPB,308,STRING
ENSG00000129152.4,MYOD1,ENSG00000125845.7,BMP2,358,STRING
ENSG00000129152.4,MYOD1,ENSG00000101384.12,JAG1,268,STRING
ENSG00000129152.4,MYOD1,ENSG00000125820.6,NKX2-2,246,STRING
ENSG00000129152.4,MYOD1,ENSG00000125813.15,PAX1,422,STRING
ENSG00000129152.4,MYOD1,ENSG00000125798.15,FOXA2,380,STRING
ENSG00000129152.4,MYOD1,ENSG00000101306.11,MYLK2,326,STRING
ENSG00000129152.4,MYOD1,ENSG00000088305.19,DNMT3B,338,STRING
ENSG00000129152.4,MYOD1,ENSG00000101400.6,SNTA1,169,STRING
ENSG00000129152.4,MYOD1,ENSG00000101412.13,E2F1,593,STRING
ENSG00000129152.4,MYOD1,ENSG00000125965.9,GDF5,245,STRING
ENSG00000129152.4,MYOD1,ENSG00000118702.11,GHRH,164,STRING
ENSG00000129152.4,MYOD1,ENSG00000197122.13,SRC,243,STRING
ENSG00000129152.4,MYOD1,ENSG00000101452.15,DHX35,311,STRING
ENSG00000129152.4,MYOD1,ENSG00000101057.16,MYBL2,283,STRING
ENSG00000129152.4,MYOD1,ENSG00000149596.7,JPH2,183,STRING
ENSG00000129152.4,MYOD1,ENSG00000101076.20,HNF4A,375,STRING
ENSG00000129152.4,MYOD1,ENSG00000124249.7,KCNK15,158,STRING
ENSG00000129152.4,MYOD1,ENSG00000100985.7,MMP9,249,STRING
ENSG00000129152.4,MYOD1,ENSG00000124151.19,NCOA3,303,STRING
ENSG00000129152.4,MYOD1,ENSG00000172216.7,CEBPB,468,STRING
ENSG00000129152.4,MYOD1,ENSG00000101096.20,NFATC2,256,STRING
ENSG00000129152.4,MYOD1,ENSG00000101115.13,SALL4,261,STRING
ENSG00000129152.4,MYOD1,ENSG00000124092.13,CTCFL,194,STRING
ENSG00000129152.4,MYOD1,ENSG00000179242.16,CDH4,195,STRING
ENSG00000129152.4,MYOD1,ENSG00000101204.18,CHRNA4,168,STRING
ENSG00000129152.4,MYOD1,ENSG00000125520.14,SLC2A4RG,155,STRING
ENSG00000129152.4,MYOD1,ENSG00000154640.15,BTG3,286,STRING
ENSG00000129152.4,MYOD1,ENSG00000142168.15,SOD1,258,STRING
ENSG00000129152.4,MYOD1,ENSG00000184221.13,OLIG1,179,STRING
ENSG00000129152.4,MYOD1,ENSG00000159140.23,SON,335,STRING
ENSG00000129152.4,MYOD1,ENSG00000159263.16,SIM2,252,STRING
ENSG00000129152.4,MYOD1,ENSG00000157557.13,ETS2,200,STRING
ENSG00000129152.4,MYOD1,ENSG00000142156.16,COL6A1,250,STRING
ENSG00000129152.4,MYOD1,ENSG00000142173.17,COL6A2,158,STRING
ENSG00000129152.4,MYOD1,ENSG00000100084.14,HIRA,185,STRING
ENSG00000129152.4,MYOD1,ENSG00000184058.16,TBX1,327,STRING
ENSG00000129152.4,MYOD1,ENSG00000099991.18,CABIN1,211,STRING
ENSG00000129152.4,MYOD1,ENSG00000133454.16,MYO18B,213,STRING
ENSG00000129152.4,MYOD1,ENSG00000100234.12,TIMP3,189,STRING
ENSG00000129152.4,MYOD1,ENSG00000198125.13,MB,601,STRING
ENSG00000129152.4,MYOD1,ENSG00000100345.23,MYH9,160,STRING
ENSG00000129152.4,MYOD1,ENSG00000100362.13,PVALB,226,STRING
ENSG00000129152.4,MYOD1,ENSG00000189060.6,H1-0,248,STRING
ENSG00000129152.4,MYOD1,ENSG00000196588.21,MRTFA,222,STRING
ENSG00000129152.4,MYOD1,ENSG00000100393.16,EP300,991,STRING
ENSG00000129152.4,MYOD1,ENSG00000100294.13,MCAT,234,STRING
ENSG00000129152.4,MYOD1,ENSG00000188064.10,WNT7B,207,STRING
ENSG00000129152.4,MYOD1,ENSG00000185386.15,MAPK11,628,STRING
