GeneA_ID,GeneA_Name,GeneB_ID,GeneB_Name,ConfidenceScore,Source
ENSG00000129152.4,MYOD1,ENSG00000179388.9,EGR3,151,STRING
ENSG00000129152.4,MYOD1,ENSG00000120903.13,CHRNA2,182,STRING
ENSG00000129152.4,MYOD1,ENSG00000188778.6,ADRB3,224,STRING
ENSG00000129152.4,MYOD1,ENSG00000077782.23,FGFR1,290,STRING
ENSG00000129152.4,MYOD1,ENSG00000104365.16,IKBKB,194,STRING
ENSG00000129152.4,MYOD1,ENSG00000221869.5,CEBPD,309,STRING
ENSG00000129152.4,MYOD1,ENSG00000147485.13,PXDNL,489,STRING
ENSG00000129152.4,MYOD1,ENSG00000164736.6,SOX17,365,STRING
ENSG00000129152.4,MYOD1,ENSG00000171316.14,CHD7,179,STRING
ENSG00000129152.4,MYOD1,ENSG00000180828.3,BHLHE22,182,STRING
ENSG00000129152.4,MYOD1,ENSG00000140396.13,NCOA2,629,STRING
ENSG00000129152.4,MYOD1,ENSG00000170323.9,FABP4,382,STRING
ENSG00000129152.4,MYOD1,ENSG00000079112.10,CDH17,341,STRING
ENSG00000129152.4,MYOD1,ENSG00000175305.18,CCNE2,158,STRING
ENSG00000129152.4,MYOD1,ENSG00000156466.11,GDF6,179,STRING
ENSG00000129152.4,MYOD1,ENSG00000156482.11,RPL30,371,STRING
ENSG00000129152.4,MYOD1,ENSG00000154188.10,ANGPT1,220,STRING
ENSG00000129152.4,MYOD1,ENSG00000172164.15,SNTB1,203,STRING
ENSG00000129152.4,MYOD1,ENSG00000156804.7,FBXO32,909,STRING
ENSG00000129152.4,MYOD1,ENSG00000169427.8,KCNK9,159,STRING
ENSG00000129152.4,MYOD1,ENSG00000123908.12,AGO2,195,STRING
ENSG00000129152.4,MYOD1,ENSG00000181790.13,ADGRB1,156,STRING
ENSG00000129152.4,MYOD1,ENSG00000137090.12,DMRT1,245,STRING
ENSG00000129152.4,MYOD1,ENSG00000096968.14,JAK2,220,STRING
ENSG00000129152.4,MYOD1,ENSG00000107077.21,KDM4C,175,STRING
ENSG00000129152.4,MYOD1,ENSG00000137154.13,RPS6,258,STRING
ENSG00000129152.4,MYOD1,ENSG00000147889.18,CDKN2A,461,STRING
ENSG00000129152.4,MYOD1,ENSG00000120156.22,TEK,256,STRING
ENSG00000129152.4,MYOD1,ENSG00000137076.22,TLN1,177,STRING
ENSG00000129152.4,MYOD1,ENSG00000235387.5,SPAAR,167,STRING
ENSG00000129152.4,MYOD1,ENSG00000165059.8,PRKACG,222,STRING
ENSG00000129152.4,MYOD1,ENSG00000107282.9,APBA1,213,STRING
ENSG00000129152.4,MYOD1,ENSG00000119138.5,KLF9,155,STRING
ENSG00000129152.4,MYOD1,ENSG00000196781.16,TLE1,319,STRING
ENSG00000129152.4,MYOD1,ENSG00000180447.7,GAS1,160,STRING
ENSG00000129152.4,MYOD1,ENSG00000196730.13,DAPK1,255,STRING
ENSG00000129152.4,MYOD1,ENSG00000106809.11,OGN,163,STRING
ENSG00000129152.4,MYOD1,ENSG00000131668.14,BARX1,192,STRING
ENSG00000129152.4,MYOD1,ENSG00000136842.14,TMOD1,168,STRING
ENSG00000129152.4,MYOD1,ENSG00000106799.15,TGFBR1,319,STRING
ENSG00000129152.4,MYOD1,ENSG00000030304.15,MUSK,359,STRING
ENSG00000129152.4,MYOD1,ENSG00000106991.15,ENG,300,STRING
ENSG00000129152.4,MYOD1,ENSG00000160539.6,PLPP7,180,STRING
ENSG00000129152.4,MYOD1,ENSG00000187616.5,MYMK,765,STRING
ENSG00000129152.4,MYOD1,ENSG00000186350.12,RXRA,389,STRING
ENSG00000129152.4,MYOD1,ENSG00000148400.13,NOTCH1,390,STRING
ENSG00000129152.4,MYOD1,ENSG00000054179.12,ENTPD2,176,STRING
ENSG00000129152.4,MYOD1,ENSG00000176884.17,GRIN1,168,STRING
ENSG00000129152.4,MYOD1,ENSG00000181090.21,EHMT1,266,STRING
ENSG00000129152.4,MYOD1,ENSG00000148408.15,CACNA1B,176,STRING
ENSG00000129152.4,MYOD1,ENSG00000178372.8,CALML5,306,STRING
ENSG00000129152.4,MYOD1,ENSG00000057608.18,GDI2,155,STRING
ENSG00000129152.4,MYOD1,ENSG00000165632.9,TAF3,826,STRING
ENSG00000129152.4,MYOD1,ENSG00000260314.3,MRC1,183,STRING
ENSG00000129152.4,MYOD1,ENSG00000269897.5,COMMD3-BMI1,203,STRING
ENSG00000129152.4,MYOD1,ENSG00000168267.7,PTF1A,180,STRING
ENSG00000129152.4,MYOD1,ENSG00000150051.14,MKX,255,STRING
ENSG00000129152.4,MYOD1,ENSG00000197321.16,SVIL,467,STRING
ENSG00000129152.4,MYOD1,ENSG00000150093.20,ITGB1,336,STRING
ENSG00000129152.4,MYOD1,ENSG00000165731.22,RET,169,STRING
ENSG00000129152.4,MYOD1,ENSG00000107562.18,CXCL12,301,STRING
ENSG00000129152.4,MYOD1,ENSG00000266524.3,GDF10,153,STRING
ENSG00000129152.4,MYOD1,ENSG00000263761.3,GDF2,224,STRING
ENSG00000129152.4,MYOD1,ENSG00000227877.7,MRLN,958,STRING
ENSG00000129152.4,MYOD1,ENSG00000096717.12,SIRT1,847,STRING
ENSG00000129152.4,MYOD1,ENSG00000138347.17,MYPN,316,STRING
ENSG00000129152.4,MYOD1,ENSG00000138346.16,DNA2,165,STRING
ENSG00000129152.4,MYOD1,ENSG00000138336.9,TET1,248,STRING
ENSG00000129152.4,MYOD1,ENSG00000168209.6,DDIT4,232,STRING
ENSG00000129152.4,MYOD1,ENSG00000107745.20,MICU1,321,STRING
ENSG00000129152.4,MYOD1,ENSG00000107779.16,BMPR1A,218,STRING
ENSG00000129152.4,MYOD1,ENSG00000173267.14,SNCG,158,STRING
ENSG00000129152.4,MYOD1,ENSG00000171862.16,PTEN,329,STRING
ENSG00000129152.4,MYOD1,ENSG00000107796.14,ACTA2,208,STRING
ENSG00000129152.4,MYOD1,ENSG00000095596.12,CYP26A1,185,STRING
ENSG00000129152.4,MYOD1,ENSG00000138119.17,MYOF,264,STRING
ENSG00000129152.4,MYOD1,ENSG00000119919.12,NKX2-3,182,STRING
ENSG00000129152.4,MYOD1,ENSG00000075891.24,PAX2,505,STRING
ENSG00000129152.4,MYOD1,ENSG00000107807.13,TLX1,201,STRING
ENSG00000129152.4,MYOD1,ENSG00000107831.14,FGF8,493,STRING
ENSG00000129152.4,MYOD1,ENSG00000119915.5,ELOVL3,257,STRING
ENSG00000129152.4,MYOD1,ENSG00000107859.11,PITX3,416,STRING
ENSG00000129152.4,MYOD1,ENSG00000077150.21,NFKB2,154,STRING
ENSG00000129152.4,MYOD1,ENSG00000197893.14,NRAP,300,STRING
ENSG00000129152.4,MYOD1,ENSG00000066468.24,FGFR2,212,STRING
ENSG00000129152.4,MYOD1,ENSG00000188816.4,HMX2,173,STRING
ENSG00000129152.4,MYOD1,ENSG00000148773.14,MKI67,214,STRING
ENSG00000129152.4,MYOD1,ENSG00000170430.10,MGMT,266,STRING
ENSG00000129152.4,MYOD1,ENSG00000177666.17,PNPLA2,175,STRING
ENSG00000129152.4,MYOD1,ENSG00000130595.20,TNNT3,484,STRING
ENSG00000129152.4,MYOD1,ENSG00000183734.5,ASCL2,259,STRING
ENSG00000129152.4,MYOD1,ENSG00000129757.15,CDKN1C,816,STRING
ENSG00000129152.4,MYOD1,ENSG00000129744.3,ART1,162,STRING
ENSG00000129152.4,MYOD1,ENSG00000213934.9,HBG1,156,STRING
ENSG00000129152.4,MYOD1,ENSG00000166337.11,TAF10,163,STRING
ENSG00000129152.4,MYOD1,ENSG00000110693.19,SOX6,507,STRING
ENSG00000129152.4,MYOD1,ENSG00000188162.12,OTOG,221,STRING
ENSG00000129152.4,MYOD1,ENSG00000255071.3,SAA2-SAA4,358,STRING
ENSG00000129152.4,MYOD1,ENSG00000173432.13,SAA1,336,STRING
ENSG00000129152.4,MYOD1,ENSG00000166796.12,LDHC,500,STRING
ENSG00000129152.4,MYOD1,ENSG00000129170.10,CSRP3,863,STRING
ENSG00000129152.4,MYOD1,ENSG00000131808.11,FSHB,234,STRING
ENSG00000129152.4,MYOD1,ENSG00000026508.21,CD44,270,STRING
ENSG00000129152.4,MYOD1,ENSG00000134571.12,MYBPC3,288,STRING
ENSG00000129152.4,MYOD1,ENSG00000066336.13,SPI1,360,STRING
ENSG00000129152.4,MYOD1,ENSG00000165917.10,RAPSN,348,STRING
ENSG00000129152.4,MYOD1,ENSG00000149187.19,CELF1,293,STRING
ENSG00000129152.4,MYOD1,ENSG00000214872.9,SMTNL1,258,STRING
ENSG00000129152.4,MYOD1,ENSG00000124920.14,MYRF,197,STRING
ENSG00000129152.4,MYOD1,ENSG00000149806.11,FAU,150,STRING
ENSG00000129152.4,MYOD1,ENSG00000014216.16,CAPN1,273,STRING
ENSG00000129152.4,MYOD1,ENSG00000175634.15,RPS6KB2,222,STRING
ENSG00000129152.4,MYOD1,ENSG00000110066.16,KMT5B,270,STRING
ENSG00000129152.4,MYOD1,ENSG00000162337.12,LRP5,183,STRING
ENSG00000129152.4,MYOD1,ENSG00000162344.4,FGF19,196,STRING
ENSG00000129152.4,MYOD1,ENSG00000075388.4,FGF4,457,STRING
ENSG00000129152.4,MYOD1,ENSG00000186895.4,FGF3,437,STRING
ENSG00000129152.4,MYOD1,ENSG00000131620.18,ANO1,248,STRING
ENSG00000129152.4,MYOD1,ENSG00000165462.5,PHOX2A,209,STRING
ENSG00000129152.4,MYOD1,ENSG00000175564.13,UCP3,534,STRING
ENSG00000129152.4,MYOD1,ENSG00000077498.9,TYR,166,STRING
ENSG00000129152.4,MYOD1,ENSG00000086991.13,NOX4,187,STRING
ENSG00000129152.4,MYOD1,ENSG00000134627.12,PIWIL4,187,STRING
ENSG00000129152.4,MYOD1,ENSG00000196371.4,FUT4,219,STRING
ENSG00000129152.4,MYOD1,ENSG00000184384.15,MAML2,189,STRING
ENSG00000129152.4,MYOD1,ENSG00000082175.16,PGR,204,STRING
ENSG00000129152.4,MYOD1,ENSG00000149294.18,NCAM1,507,STRING
ENSG00000129152.4,MYOD1,ENSG00000110395.8,CBL,161,STRING
ENSG00000129152.4,MYOD1,ENSG00000076706.17,MCAM,205,STRING
ENSG00000129152.4,MYOD1,ENSG00000154096.14,THY1,318,STRING
ENSG00000129152.4,MYOD1,ENSG00000064309.16,CDON,436,STRING
ENSG00000129152.4,MYOD1,ENSG00000134954.14,ETS1,272,STRING
ENSG00000129152.4,MYOD1,ENSG00000151067.23,CACNA1C,154,STRING
ENSG00000129152.4,MYOD1,ENSG00000118972.3,FGF23,311,STRING
ENSG00000129152.4,MYOD1,ENSG00000110799.14,VWF,204,STRING
ENSG00000129152.4,MYOD1,ENSG00000111642.16,CHD4,186,STRING
ENSG00000129152.4,MYOD1,ENSG00000010610.10,CD4,197,STRING
ENSG00000129152.4,MYOD1,ENSG00000215021.10,PHB2,403,STRING
ENSG00000129152.4,MYOD1,ENSG00000184344.4,GDF3,163,STRING
ENSG00000129152.4,MYOD1,ENSG00000111704.11,NANOG,476,STRING
ENSG00000129152.4,MYOD1,ENSG00000123095.6,BHLHE41,668,STRING
ENSG00000129152.4,MYOD1,ENSG00000123096.12,SSPN,232,STRING
ENSG00000129152.4,MYOD1,ENSG00000087494.16,PTHLH,177,STRING
ENSG00000129152.4,MYOD1,ENSG00000087470.21,DNM1L,155,STRING
ENSG00000129152.4,MYOD1,ENSG00000129315.12,CCNT1,424,STRING
ENSG00000129152.4,MYOD1,ENSG00000169884.14,WNT10B,181,STRING
ENSG00000129152.4,MYOD1,ENSG00000125084.13,WNT1,388,STRING
ENSG00000129152.4,MYOD1,ENSG00000139549.4,DHH,166,STRING
ENSG00000129152.4,MYOD1,ENSG00000123268.9,ATF1,173,STRING
ENSG00000129152.4,MYOD1,ENSG00000135503.13,ACVR1B,350,STRING
ENSG00000129152.4,MYOD1,ENSG00000135480.17,KRT7,321,STRING
ENSG00000129152.4,MYOD1,ENSG00000185591.10,SP1,433,STRING
ENSG00000129152.4,MYOD1,ENSG00000197757.8,HOXC6,238,STRING
ENSG00000129152.4,MYOD1,ENSG00000135486.19,HNRNPA1,177,STRING
ENSG00000129152.4,MYOD1,ENSG00000161638.11,ITGA5,175,STRING
ENSG00000129152.4,MYOD1,ENSG00000135424.19,ITGA7,512,STRING
ENSG00000129152.4,MYOD1,ENSG00000135414.10,GDF11,390,STRING
ENSG00000129152.4,MYOD1,ENSG00000123374.11,CDK2,409,STRING
ENSG00000129152.4,MYOD1,ENSG00000062485.19,CS,254,STRING
ENSG00000129152.4,MYOD1,ENSG00000166888.13,STAT6,224,STRING
ENSG00000129152.4,MYOD1,ENSG00000135677.11,GNS,398,STRING
ENSG00000129152.4,MYOD1,ENSG00000149948.14,HMGA2,203,STRING
ENSG00000129152.4,MYOD1,ENSG00000111537.5,IFNG,306,STRING
ENSG00000129152.4,MYOD1,ENSG00000135679.27,MDM2,380,STRING
ENSG00000129152.4,MYOD1,ENSG00000139292.13,LGR5,175,STRING
ENSG00000129152.4,MYOD1,ENSG00000011465.18,DCN,323,STRING
ENSG00000129152.4,MYOD1,ENSG00000196091.15,MYBPC1,308,STRING
ENSG00000129152.4,MYOD1,ENSG00000139372.15,TDG,151,STRING
ENSG00000129152.4,MYOD1,ENSG00000174437.18,ATP2A2,283,STRING
ENSG00000129152.4,MYOD1,ENSG00000089250.20,NOS1,220,STRING
ENSG00000129152.4,MYOD1,ENSG00000089163.4,SIRT4,154,STRING
ENSG00000129152.4,MYOD1,ENSG00000135100.19,HNF1A,219,STRING
ENSG00000129152.4,MYOD1,ENSG00000196498.15,NCOR2,495,STRING
ENSG00000129152.4,MYOD1,ENSG00000125207.7,PIWIL1,188,STRING
ENSG00000129152.4,MYOD1,ENSG00000102678.7,FGF9,440,STRING
ENSG00000129152.4,MYOD1,ENSG00000139515.6,PDX1,303,STRING
ENSG00000129152.4,MYOD1,ENSG00000122025.15,FLT3,170,STRING
ENSG00000129152.4,MYOD1,ENSG00000102755.13,FLT1,195,STRING
ENSG00000129152.4,MYOD1,ENSG00000133116.8,KL,154,STRING
ENSG00000129152.4,MYOD1,ENSG00000133101.10,CCNA1,321,STRING
ENSG00000129152.4,MYOD1,ENSG00000133110.15,POSTN,196,STRING
ENSG00000129152.4,MYOD1,ENSG00000150907.10,FOXO1,609,STRING
ENSG00000129152.4,MYOD1,ENSG00000139687.17,RB1,606,STRING
ENSG00000129152.4,MYOD1,ENSG00000102786.15,INTS6,179,STRING
ENSG00000129152.4,MYOD1,ENSG00000136099.13,PCDH8,254,STRING
ENSG00000129152.4,MYOD1,ENSG00000102554.14,KLF5,235,STRING
ENSG00000129152.4,MYOD1,ENSG00000136153.21,LMO7,320,STRING
ENSG00000129152.4,MYOD1,ENSG00000043355.12,ZIC2,202,STRING
ENSG00000129152.4,MYOD1,ENSG00000185950.9,IRS2,174,STRING
ENSG00000129152.4,MYOD1,ENSG00000182968.5,SOX1,304,STRING
ENSG00000129152.4,MYOD1,ENSG00000165819.12,METTL3,164,STRING
ENSG00000129152.4,MYOD1,ENSG00000100836.11,PABPN1,607,STRING
ENSG00000129152.4,MYOD1,ENSG00000197616.13,MYH6,822,STRING
ENSG00000129152.4,MYOD1,ENSG00000100968.14,NFATC4,284,STRING
ENSG00000129152.4,MYOD1,ENSG00000176165.13,FOXG1,266,STRING
ENSG00000129152.4,MYOD1,ENSG00000151322.20,NPAS3,160,STRING
ENSG00000129152.4,MYOD1,ENSG00000136352.20,NKX2-1,253,STRING
ENSG00000129152.4,MYOD1,ENSG00000129514.8,FOXA1,304,STRING
ENSG00000129152.4,MYOD1,ENSG00000125378.16,BMP4,484,STRING
ENSG00000129152.4,MYOD1,ENSG00000100526.21,CDKN3,335,STRING
ENSG00000129152.4,MYOD1,ENSG00000182521.6,TBPL2,931,STRING
ENSG00000129152.4,MYOD1,ENSG00000165617.16,DACT1,161,STRING
ENSG00000129152.4,MYOD1,ENSG00000100625.9,SIX4,543,STRING
ENSG00000129152.4,MYOD1,ENSG00000176153.13,GPX2,168,STRING
ENSG00000129152.4,MYOD1,ENSG00000119614.3,VSX2,192,STRING
ENSG00000129152.4,MYOD1,ENSG00000119699.8,TGFB3,245,STRING
ENSG00000129152.4,MYOD1,ENSG00000211448.14,DIO2,222,STRING
ENSG00000129152.4,MYOD1,ENSG00000053254.16,FOXN3,390,STRING
ENSG00000129152.4,MYOD1,ENSG00000100604.13,CHGA,249,STRING
ENSG00000129152.4,MYOD1,ENSG00000100628.12,ASB2,166,STRING
ENSG00000129152.4,MYOD1,ENSG00000100697.17,DICER1,347,STRING
ENSG00000129152.4,MYOD1,ENSG00000183576.13,SETD3,396,STRING
ENSG00000129152.4,MYOD1,ENSG00000185559.16,DLK1,344,STRING
ENSG00000129152.4,MYOD1,ENSG00000197406.8,DIO3,196,STRING
ENSG00000129152.4,MYOD1,ENSG00000080824.19,HSP90AA1,461,STRING
ENSG00000129152.4,MYOD1,ENSG00000089902.10,RCOR1,159,STRING
ENSG00000129152.4,MYOD1,ENSG00000184916.9,JAG2,224,STRING
ENSG00000129152.4,MYOD1,ENSG00000198838.15,RYR3,228,STRING
ENSG00000129152.4,MYOD1,ENSG00000159251.10,ACTC1,419,STRING
ENSG00000129152.4,MYOD1,ENSG00000137801.11,THBS1,187,STRING
ENSG00000129152.4,MYOD1,ENSG00000128917.8,DLL4,215,STRING
ENSG00000129152.4,MYOD1,ENSG00000166710.23,B2M,262,STRING
ENSG00000129152.4,MYOD1,ENSG00000140285.12,FGF7,430,STRING
ENSG00000129152.4,MYOD1,ENSG00000138594.14,TMOD3,163,STRING
ENSG00000129152.4,MYOD1,ENSG00000128918.15,ALDH1A2,264,STRING
ENSG00000129152.4,MYOD1,ENSG00000157456.8,CCNB2,208,STRING
ENSG00000129152.4,MYOD1,ENSG00000171914.17,TLN2,175,STRING
ENSG00000129152.4,MYOD1,ENSG00000234438.5,KBTBD13,162,STRING
ENSG00000129152.4,MYOD1,ENSG00000137834.15,SMAD6,237,STRING
ENSG00000129152.4,MYOD1,ENSG00000033800.14,PIAS1,155,STRING
ENSG00000129152.4,MYOD1,ENSG00000129007.16,CALML4,297,STRING
ENSG00000129152.4,MYOD1,ENSG00000067141.17,NEO1,175,STRING
ENSG00000129152.4,MYOD1,ENSG00000138622.4,HCN4,153,STRING
ENSG00000129152.4,MYOD1,ENSG00000214575.10,CPEB1,333,STRING
ENSG00000129152.4,MYOD1,ENSG00000157766.19,ACAN,265,STRING
ENSG00000129152.4,MYOD1,ENSG00000166819.12,PLIN1,440,STRING
ENSG00000129152.4,MYOD1,ENSG00000166823.6,MESP1,251,STRING
ENSG00000129152.4,MYOD1,ENSG00000188095.6,MESP2,356,STRING
ENSG00000129152.4,MYOD1,ENSG00000182054.10,IDH2,151,STRING
ENSG00000129152.4,MYOD1,ENSG00000185551.15,NR2F2,666,STRING
ENSG00000129152.4,MYOD1,ENSG00000005513.11,SOX8,346,STRING
ENSG00000129152.4,MYOD1,ENSG00000140986.8,RPL3L,174,STRING
ENSG00000129152.4,MYOD1,ENSG00000103197.20,TSC2,181,STRING
ENSG00000129152.4,MYOD1,ENSG00000162068.2,NTN3,212,STRING
ENSG00000129152.4,MYOD1,ENSG00000005339.15,CREBBP,923,STRING
ENSG00000129152.4,MYOD1,ENSG00000186260.17,MRTFB,169,STRING
ENSG00000129152.4,MYOD1,ENSG00000133392.19,MYH11,294,STRING
ENSG00000129152.4,MYOD1,ENSG00000103319.12,EEF2K,171,STRING
ENSG00000129152.4,MYOD1,ENSG00000122254.7,HS3ST2,175,STRING
ENSG00000129152.4,MYOD1,ENSG00000166851.15,PLK1,207,STRING
ENSG00000129152.4,MYOD1,ENSG00000122257.20,RBBP6,422,STRING
ENSG00000129152.4,MYOD1,ENSG00000234186.5,C16orf82,163,STRING
ENSG00000129152.4,MYOD1,ENSG00000176046.9,NUPR1,606,STRING
ENSG00000129152.4,MYOD1,ENSG00000196296.14,ATP2A1,454,STRING
ENSG00000129152.4,MYOD1,ENSG00000180209.12,MYL11,497,STRING
ENSG00000129152.4,MYOD1,ENSG00000156873.16,PHKG2,177,STRING
ENSG00000129152.4,MYOD1,ENSG00000150281.7,CTF1,154,STRING
ENSG00000129152.4,MYOD1,ENSG00000099381.20,SETD1A,209,STRING
ENSG00000129152.4,MYOD1,ENSG00000089280.20,FUS,250,STRING
ENSG00000129152.4,MYOD1,ENSG00000156885.6,COX6A2,326,STRING
ENSG00000129152.4,MYOD1,ENSG00000140795.13,MYLK3,191,STRING
ENSG00000129152.4,MYOD1,ENSG00000102935.12,ZNF423,230,STRING
ENSG00000129152.4,MYOD1,ENSG00000177508.12,IRX3,207,STRING
ENSG00000129152.4,MYOD1,ENSG00000176842.16,IRX5,180,STRING
ENSG00000129152.4,MYOD1,ENSG00000140937.14,CDH11,183,STRING
ENSG00000129152.4,MYOD1,ENSG00000179776.20,CDH5,251,STRING
ENSG00000129152.4,MYOD1,ENSG00000166548.17,TK2,189,STRING
ENSG00000129152.4,MYOD1,ENSG00000179044.16,EXOC3L1,1000,HuRI
ENSG00000129152.4,MYOD1,ENSG00000072736.19,NFATC3,250,STRING
ENSG00000129152.4,MYOD1,ENSG00000039068.20,CDH1,327,STRING
ENSG00000129152.4,MYOD1,ENSG00000102908.23,NFAT5,311,STRING
ENSG00000129152.4,MYOD1,ENSG00000172137.19,CALB2,243,STRING
ENSG00000129152.4,MYOD1,ENSG00000178573.7,MAF,199,STRING
ENSG00000129152.4,MYOD1,ENSG00000140945.17,CDH13,265,STRING
ENSG00000129152.4,MYOD1,ENSG00000103241.7,FOXF1,256,STRING
ENSG00000129152.4,MYOD1,ENSG00000185669.6,SNAI3,170,STRING
ENSG00000129152.4,MYOD1,ENSG00000258947.8,TUBB3,163,STRING
ENSG00000129152.4,MYOD1,ENSG00000187624.9,LIAT1,228,STRING
ENSG00000129152.4,MYOD1,ENSG00000177374.13,HIC1,230,STRING
ENSG00000129152.4,MYOD1,ENSG00000132382.15,MYBBP1A,204,STRING
ENSG00000129152.4,MYOD1,ENSG00000108556.10,CHRNE,208,STRING
ENSG00000129152.4,MYOD1,ENSG00000108515.18,ENO3,321,STRING
ENSG00000129152.4,MYOD1,ENSG00000181856.15,SLC2A4,407,STRING
ENSG00000129152.4,MYOD1,ENSG00000141510.19,TP53,797,STRING
ENSG00000129152.4,MYOD1,ENSG00000132510.11,KDM6B,181,STRING
ENSG00000129152.4,MYOD1,ENSG00000170004.19,CHD3,157,STRING
ENSG00000129152.4,MYOD1,ENSG00000133026.14,MYH10,220,STRING
ENSG00000129152.4,MYOD1,ENSG00000006788.14,MYH13,370,STRING
ENSG00000129152.4,MYOD1,ENSG00000133020.4,MYH8,597,STRING
ENSG00000129152.4,MYOD1,ENSG00000264424.1,MYH4,672,STRING
ENSG00000129152.4,MYOD1,ENSG00000125414.19,MYH2,714,STRING
ENSG00000129152.4,MYOD1,ENSG00000109063.15,MYH3,739,STRING
ENSG00000129152.4,MYOD1,ENSG00000141027.23,NCOR1,499,STRING
ENSG00000129152.4,MYOD1,ENSG00000072310.18,SREBF1,310,STRING
ENSG00000129152.4,MYOD1,ENSG00000184185.10,KCNJ12,179,STRING
ENSG00000129152.4,MYOD1,ENSG00000109111.15,SUPT6H,150,STRING
ENSG00000129152.4,MYOD1,ENSG00000196712.20,NF1,341,STRING
ENSG00000129152.4,MYOD1,ENSG00000178691.12,SUZ12,273,STRING
ENSG00000129152.4,MYOD1,ENSG00000176658.17,MYO1D,169,STRING
ENSG00000129152.4,MYOD1,ENSG00000141161.12,UNC45B,380,STRING
ENSG00000129152.4,MYOD1,ENSG00000278259.5,MYO19,161,STRING
ENSG00000129152.4,MYOD1,ENSG00000171532.5,NEUROD2,382,STRING
ENSG00000129152.4,MYOD1,ENSG00000141736.14,ERBB2,195,STRING
ENSG00000129152.4,MYOD1,ENSG00000094804.12,CDC6,260,STRING
ENSG00000129152.4,MYOD1,ENSG00000141753.7,IGFBP4,181,STRING
ENSG00000129152.4,MYOD1,ENSG00000131473.17,ACLY,150,STRING
ENSG00000129152.4,MYOD1,ENSG00000108773.11,KAT2A,538,STRING
ENSG00000129152.4,MYOD1,ENSG00000012048.26,BRCA1,269,STRING
ENSG00000129152.4,MYOD1,ENSG00000108312.16,UBTF,233,STRING
ENSG00000129152.4,MYOD1,ENSG00000108379.11,WNT3,218,STRING
ENSG00000129152.4,MYOD1,ENSG00000198336.9,MYL4,264,STRING
ENSG00000129152.4,MYOD1,ENSG00000073861.3,TBX21,206,STRING
ENSG00000129152.4,MYOD1,ENSG00000120093.12,HOXB3,203,STRING
ENSG00000129152.4,MYOD1,ENSG00000182742.6,HOXB4,254,STRING
ENSG00000129152.4,MYOD1,ENSG00000120068.7,HOXB8,213,STRING
ENSG00000129152.4,MYOD1,ENSG00000159184.8,HOXB13,164,STRING
ENSG00000129152.4,MYOD1,ENSG00000159217.10,IGF2BP1,175,STRING
ENSG00000129152.4,MYOD1,ENSG00000064300.9,NGFR,181,STRING
ENSG00000129152.4,MYOD1,ENSG00000173714.8,WFIKKN2,247,STRING
ENSG00000129152.4,MYOD1,ENSG00000183691.6,NOG,326,STRING
ENSG00000129152.4,MYOD1,ENSG00000108443.14,RPS6KB1,455,STRING
ENSG00000129152.4,MYOD1,ENSG00000121075.11,TBX4,232,STRING
ENSG00000129152.4,MYOD1,ENSG00000108510.10,MED13,161,STRING
ENSG00000129152.4,MYOD1,ENSG00000159640.17,ACE,155,STRING
ENSG00000129152.4,MYOD1,ENSG00000136487.18,GH2,152,STRING
ENSG00000129152.4,MYOD1,ENSG00000007314.12,SCN4A,200,STRING
ENSG00000129152.4,MYOD1,ENSG00000261371.6,PECAM1,511,STRING
ENSG00000129152.4,MYOD1,ENSG00000108654.16,DDX5,855,STRING
ENSG00000129152.4,MYOD1,ENSG00000154229.12,PRKCA,197,STRING
ENSG00000129152.4,MYOD1,ENSG00000125398.8,SOX9,461,STRING
ENSG00000129152.4,MYOD1,ENSG00000161547.17,SRSF2,199,STRING
ENSG00000129152.4,MYOD1,ENSG00000167281.20,RBFOX3,167,STRING
ENSG00000129152.4,MYOD1,ENSG00000141564.16,RPTOR,214,STRING
ENSG00000129152.4,MYOD1,ENSG00000187531.14,SIRT7,177,STRING
ENSG00000129152.4,MYOD1,ENSG00000101596.17,SMCHD1,250,STRING
ENSG00000129152.4,MYOD1,ENSG00000206422.3,LRRC30,203,STRING
ENSG00000129152.4,MYOD1,ENSG00000141448.11,GATA6,312,STRING
ENSG00000129152.4,MYOD1,ENSG00000170558.10,CDH2,356,STRING
ENSG00000129152.4,MYOD1,ENSG00000134769.23,DTNA,302,STRING
ENSG00000129152.4,MYOD1,ENSG00000101665.10,SMAD7,746,STRING
ENSG00000129152.4,MYOD1,ENSG00000166603.5,MC4R,208,STRING
ENSG00000129152.4,MYOD1,ENSG00000256463.10,SALL3,161,STRING
ENSG00000129152.4,MYOD1,ENSG00000131196.18,NFATC1,297,STRING
ENSG00000129152.4,MYOD1,ENSG00000070388.12,FGF22,456,STRING
ENSG00000129152.4,MYOD1,ENSG00000070404.10,FSTL3,225,STRING
ENSG00000129152.4,MYOD1,ENSG00000064666.15,CNN2,205,STRING
ENSG00000129152.4,MYOD1,ENSG00000105325.15,FZR1,430,STRING
ENSG00000129152.4,MYOD1,ENSG00000077009.14,NMRK2,223,STRING
ENSG00000129152.4,MYOD1,ENSG00000167658.16,EEF2,234,STRING
ENSG00000129152.4,MYOD1,ENSG00000276043.5,UHRF1,167,STRING
ENSG00000129152.4,MYOD1,ENSG00000130377.14,ACSBG2,184,STRING
ENSG00000129152.4,MYOD1,ENSG00000088247.19,KHSRP,243,STRING
