gene_name,cell_type,is_tf,source,category
RPS24,bladder-smooth_muscle_cell,False,tabula,muscle
RPL5,bladder-smooth_muscle_cell,False,tabula,muscle
RPL6,bladder-smooth_muscle_cell,True,tabula,muscle
RPL3,bladder-smooth_muscle_cell,False,tabula,muscle
RPL30,bladder-smooth_muscle_cell,False,tabula,muscle
RPL32,bladder-smooth_muscle_cell,False,tabula,muscle
ATP6,bladder-smooth_muscle_cell,False,tabula,muscle
RPL34,bladder-smooth_muscle_cell,False,tabula,muscle
RPL9,bladder-smooth_muscle_cell,False,tabula,muscle
RPL8,bladder-smooth_muscle_cell,False,tabula,muscle
RPS16,bladder-smooth_muscle_cell,False,tabula,muscle
RPS15,bladder-smooth_muscle_cell,False,tabula,muscle
RPS18,bladder-smooth_muscle_cell,False,tabula,muscle
RPS19,bladder-smooth_muscle_cell,False,tabula,muscle
FTH1,bladder-smooth_muscle_cell,False,tabula,muscle
RPL37,bladder-smooth_muscle_cell,False,tabula,muscle
COX3,bladder-smooth_muscle_cell,False,tabula,muscle
COX2,bladder-smooth_muscle_cell,False,tabula,muscle
COX1,bladder-smooth_muscle_cell,False,tabula,muscle
RPS11,bladder-smooth_muscle_cell,False,tabula,muscle
RPS14,bladder-smooth_muscle_cell,False,tabula,muscle
RPS13,bladder-smooth_muscle_cell,False,tabula,muscle
RPL13A,bladder-smooth_muscle_cell,False,tabula,muscle
RPS3A,bladder-smooth_muscle_cell,False,tabula,muscle
PTMA,bladder-smooth_muscle_cell,False,tabula,muscle
RPL37A,bladder-smooth_muscle_cell,False,tabula,muscle
CYTB,bladder-smooth_muscle_cell,False,tabula,muscle
BTG2,bladder-smooth_muscle_cell,False,tabula,muscle
RPS15A,bladder-smooth_muscle_cell,False,tabula,muscle
RPS27A,bladder-smooth_muscle_cell,False,tabula,muscle
RPL35A,bladder-smooth_muscle_cell,False,tabula,muscle
RPL23A,bladder-smooth_muscle_cell,False,tabula,muscle
TPT1,bladder-smooth_muscle_cell,False,tabula,muscle
RPLP2,bladder-smooth_muscle_cell,False,tabula,muscle
RPLP1,bladder-smooth_muscle_cell,False,tabula,muscle
RPL10A,bladder-smooth_muscle_cell,False,tabula,muscle
RPS4X,bladder-smooth_muscle_cell,True,tabula,muscle
RPL18A,bladder-smooth_muscle_cell,False,tabula,muscle
RPL7A,bladder-smooth_muscle_cell,False,tabula,muscle
MYL6,bladder-smooth_muscle_cell,False,tabula,muscle
SPARCL1,bladder-smooth_muscle_cell,False,tabula,muscle
CALM1,bladder-smooth_muscle_cell,False,tabula,muscle
ZFP36,bladder-smooth_muscle_cell,False,tabula,muscle
IGFBP7,bladder-smooth_muscle_cell,False,tabula,muscle
JUN,bladder-smooth_muscle_cell,True,tabula,muscle
FOS,bladder-smooth_muscle_cell,True,tabula,muscle
GADD45B,bladder-smooth_muscle_cell,False,tabula,muscle
LGALS1,bladder-smooth_muscle_cell,False,tabula,muscle
RPS20,bladder-smooth_muscle_cell,False,tabula,muscle
HSPB1,bladder-smooth_muscle_cell,False,tabula,muscle
RPL27A,bladder-smooth_muscle_cell,False,tabula,muscle
TPM2,bladder-smooth_muscle_cell,False,tabula,muscle
MYL9,bladder-smooth_muscle_cell,False,tabula,muscle
TAGLN,bladder-smooth_muscle_cell,False,tabula,muscle
FLNA,bladder-smooth_muscle_cell,False,tabula,muscle
TPM1,bladder-smooth_muscle_cell,False,tabula,muscle
MYH11,bladder-smooth_muscle_cell,False,tabula,muscle
DSTN,bladder-smooth_muscle_cell,False,tabula,muscle
CALD1,bladder-smooth_muscle_cell,False,tabula,muscle
ACTA2,bladder-smooth_muscle_cell,False,tabula,muscle
DES,bladder-smooth_muscle_cell,False,tabula,muscle
PCP4,bladder-smooth_muscle_cell,False,tabula,muscle
SYNPO2,bladder-smooth_muscle_cell,False,tabula,muscle
SMTN,bladder-smooth_muscle_cell,False,tabula,muscle
LPP,bladder-smooth_muscle_cell,False,tabula,muscle
MYLK,bladder-smooth_muscle_cell,True,tabula,muscle
ACTG2,bladder-smooth_muscle_cell,False,tabula,muscle
CNN1,bladder-smooth_muscle_cell,False,tabula,muscle
CSRP1,bladder-smooth_muscle_cell,False,tabula,muscle
PALLD,bladder-smooth_muscle_cell,False,tabula,muscle
SYNM,bladder-smooth_muscle_cell,False,tabula,muscle
ACTC1,bladder-smooth_muscle_cell,False,tabula,muscle
RPS8,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL21,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS9,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS6,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS7,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
EEF1A1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
FAU,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
S100A6,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL28,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL29,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL11,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL12,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL15,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL14,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS2,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS3,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
B2M,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL19,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL18,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL41,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
EIF1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS27,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS28,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
ND2,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
ND1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
FTL,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
ND4,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS23,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
ND3,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS24,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL5,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL3,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL30,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL32,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
ATP6,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL34,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
ACTG1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL9,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL8,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS16,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS15,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS18,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS19,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
FTH1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
COX3,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
COX2,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
COX1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS14,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS13,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL13A,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS3A,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
PTMA,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL37A,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
CYTB,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS27A,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
H3-3B,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL35A,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
TPT1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPLP1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
ADIRF,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL10A,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS4X,lung-bronchial_smooth_muscle_cell,True,tabula,muscle
TMSB4X,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL18A,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPL7A,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
MYL6,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
VIM,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
SPARCL1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
JUND,lung-bronchial_smooth_muscle_cell,True,tabula,muscle
C11ORF96,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
MT2A,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
IGFBP7,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
TMSB10,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
JUN,lung-bronchial_smooth_muscle_cell,True,tabula,muscle
FOS,lung-bronchial_smooth_muscle_cell,True,tabula,muscle
TIMP1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
CD63,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
CEBPD,lung-bronchial_smooth_muscle_cell,True,tabula,muscle
MGP,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
LGALS1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
EGR1,lung-bronchial_smooth_muscle_cell,True,tabula,muscle
TPM2,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
MYL9,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
TAGLN,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
FLNA,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
TPM1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
MYH11,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
DSTN,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
CALD1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
ACTA2,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
ITM2B,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
TXNIP,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
TIMP3,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
APOE,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
SELENOM,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
CALM2,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
CCN5,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
CAV1,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
PPP1R14A,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
NDUFA4,lung-bronchial_smooth_muscle_cell,False,tabula,muscle
RPS8,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL21,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS9,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS6,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS7,lung-myofibroblast_cell,False,tabula,myofibroblast
EEF1A1,lung-myofibroblast_cell,False,tabula,myofibroblast
FAU,lung-myofibroblast_cell,False,tabula,myofibroblast
S100A6,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL28,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL29,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL11,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL12,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL15,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL14,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS2,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS3,lung-myofibroblast_cell,False,tabula,myofibroblast
B2M,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL19,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL18,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL41,lung-myofibroblast_cell,False,tabula,myofibroblast
EIF1,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS27,lung-myofibroblast_cell,False,tabula,myofibroblast
NACA,lung-myofibroblast_cell,False,tabula,myofibroblast
ND2,lung-myofibroblast_cell,False,tabula,myofibroblast
ND1,lung-myofibroblast_cell,False,tabula,myofibroblast
FTL,lung-myofibroblast_cell,False,tabula,myofibroblast
ND4,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS23,lung-myofibroblast_cell,False,tabula,myofibroblast
ND3,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS24,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL5,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL3,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL30,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL32,lung-myofibroblast_cell,False,tabula,myofibroblast
ATP6,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL34,lung-myofibroblast_cell,False,tabula,myofibroblast
ACTG1,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL9,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL8,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS16,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS15,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS18,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS19,lung-myofibroblast_cell,False,tabula,myofibroblast
FTH1,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL37,lung-myofibroblast_cell,False,tabula,myofibroblast
COX3,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL36,lung-myofibroblast_cell,False,tabula,myofibroblast
COX2,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL39,lung-myofibroblast_cell,False,tabula,myofibroblast
COX1,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS11,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS14,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS13,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL13A,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS3A,lung-myofibroblast_cell,False,tabula,myofibroblast
PTMA,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL37A,lung-myofibroblast_cell,False,tabula,myofibroblast
CYTB,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS15A,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS27A,lung-myofibroblast_cell,False,tabula,myofibroblast
H3-3B,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL35A,lung-myofibroblast_cell,False,tabula,myofibroblast
TPT1,lung-myofibroblast_cell,False,tabula,myofibroblast
RPLP2,lung-myofibroblast_cell,False,tabula,myofibroblast
RPLP1,lung-myofibroblast_cell,False,tabula,myofibroblast
ADIRF,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS4X,lung-myofibroblast_cell,True,tabula,myofibroblast
TMSB4X,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL18A,lung-myofibroblast_cell,False,tabula,myofibroblast
RPL7A,lung-myofibroblast_cell,False,tabula,myofibroblast
MYL6,lung-myofibroblast_cell,False,tabula,myofibroblast
VIM,lung-myofibroblast_cell,False,tabula,myofibroblast
SPARCL1,lung-myofibroblast_cell,False,tabula,myofibroblast
MT2A,lung-myofibroblast_cell,False,tabula,myofibroblast
TMSB10,lung-myofibroblast_cell,False,tabula,myofibroblast
S100A10,lung-myofibroblast_cell,False,tabula,myofibroblast
TIMP1,lung-myofibroblast_cell,False,tabula,myofibroblast
MGP,lung-myofibroblast_cell,False,tabula,myofibroblast
IGFBP6,lung-myofibroblast_cell,False,tabula,myofibroblast
LGALS1,lung-myofibroblast_cell,False,tabula,myofibroblast
CST3,lung-myofibroblast_cell,False,tabula,myofibroblast
ANXA1,lung-myofibroblast_cell,True,tabula,myofibroblast
IFITM3,lung-myofibroblast_cell,False,tabula,myofibroblast
TAGLN,lung-myofibroblast_cell,False,tabula,myofibroblast
ACTA2,lung-myofibroblast_cell,False,tabula,myofibroblast
PTGDS,lung-myofibroblast_cell,False,tabula,myofibroblast
CLU,lung-myofibroblast_cell,False,tabula,myofibroblast
ITM2B,lung-myofibroblast_cell,False,tabula,myofibroblast
TXNIP,lung-myofibroblast_cell,False,tabula,myofibroblast
TIMP3,lung-myofibroblast_cell,False,tabula,myofibroblast
CD9,lung-myofibroblast_cell,False,tabula,myofibroblast
APOE,lung-myofibroblast_cell,False,tabula,myofibroblast
CALM2,lung-myofibroblast_cell,False,tabula,myofibroblast
MYL12B,lung-myofibroblast_cell,False,tabula,myofibroblast
RGCC,lung-myofibroblast_cell,False,tabula,myofibroblast
S100B,lung-myofibroblast_cell,False,tabula,myofibroblast
CD81,lung-myofibroblast_cell,False,tabula,myofibroblast
CCL18,lung-myofibroblast_cell,False,tabula,myofibroblast
MT1G,lung-myofibroblast_cell,False,tabula,myofibroblast
GPM6B,lung-myofibroblast_cell,False,tabula,myofibroblast
PLP1,lung-myofibroblast_cell,False,tabula,myofibroblast
RPS8,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS9,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS6,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS7,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
EEF1A1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
FAU,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
S100A6,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL28,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL29,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL11,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL12,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS2,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS3,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
B2M,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL19,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL18,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL41,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
EIF1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS27,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS28,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ND2,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ND1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
FTL,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ND4,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS23,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ND3,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS24,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL3,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL30,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL32,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ATP6,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL34,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ACTG1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL9,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL8,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS16,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS15,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS18,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS19,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
FTH1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
COX3,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
COX2,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
COX1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS14,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS13,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL13A,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS3A,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
PTMA,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CYTB,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS15A,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS27A,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
H3-3B,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL35A,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
TPT1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPLP1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL10A,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS4X,lung-vascular_associated_smooth_muscle_cell,True,tabula,muscle
TMSB4X,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL18A,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL7A,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
MYL6,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
VIM,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
SPARCL1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
JUND,lung-vascular_associated_smooth_muscle_cell,True,tabula,muscle
C11ORF96,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
MT2A,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
IGFBP7,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
TMSB10,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
JUN,lung-vascular_associated_smooth_muscle_cell,True,tabula,muscle
FOS,lung-vascular_associated_smooth_muscle_cell,True,tabula,muscle
TIMP1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CD63,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CEBPD,lung-vascular_associated_smooth_muscle_cell,True,tabula,muscle
MGP,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
IGFBP6,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
LGALS1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CST3,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
A2M,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
TPM2,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
MYL9,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
TAGLN,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
TPM1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
MYH11,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
IGFBP5,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
DSTN,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CALD1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ACTA2,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
MYL12A,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
TXNIP,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CCN2,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
GPX3,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
TIMP3,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
APOE,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CALM2,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CCN5,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CAV1,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
PPP1R14A,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
MT1E,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ECRG4,lung-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS8,muscle-capillary_endothelial_cell,False,tabula,muscle
EEF1A1,muscle-capillary_endothelial_cell,False,tabula,muscle
S100A6,muscle-capillary_endothelial_cell,False,tabula,muscle
RPL28,muscle-capillary_endothelial_cell,False,tabula,muscle
RPL11,muscle-capillary_endothelial_cell,False,tabula,muscle
B2M,muscle-capillary_endothelial_cell,False,tabula,muscle
RPL41,muscle-capillary_endothelial_cell,False,tabula,muscle
EIF1,muscle-capillary_endothelial_cell,False,tabula,muscle
RPS27,muscle-capillary_endothelial_cell,False,tabula,muscle
RPS28,muscle-capillary_endothelial_cell,False,tabula,muscle
ND2,muscle-capillary_endothelial_cell,False,tabula,muscle
ND1,muscle-capillary_endothelial_cell,False,tabula,muscle
FTL,muscle-capillary_endothelial_cell,False,tabula,muscle
ND4,muscle-capillary_endothelial_cell,False,tabula,muscle
ND3,muscle-capillary_endothelial_cell,False,tabula,muscle
ND5,muscle-capillary_endothelial_cell,False,tabula,muscle
RPS24,muscle-capillary_endothelial_cell,False,tabula,muscle
RPL30,muscle-capillary_endothelial_cell,False,tabula,muscle
RPL32,muscle-capillary_endothelial_cell,False,tabula,muscle
ATP6,muscle-capillary_endothelial_cell,False,tabula,muscle
RPL34,muscle-capillary_endothelial_cell,False,tabula,muscle
ACTG1,muscle-capillary_endothelial_cell,False,tabula,muscle
RPS18,muscle-capillary_endothelial_cell,False,tabula,muscle
FTH1,muscle-capillary_endothelial_cell,False,tabula,muscle
RPL37,muscle-capillary_endothelial_cell,False,tabula,muscle
COX3,muscle-capillary_endothelial_cell,False,tabula,muscle
COX2,muscle-capillary_endothelial_cell,False,tabula,muscle
COX1,muscle-capillary_endothelial_cell,False,tabula,muscle
RPS14,muscle-capillary_endothelial_cell,False,tabula,muscle
PTMA,muscle-capillary_endothelial_cell,False,tabula,muscle
RPL37A,muscle-capillary_endothelial_cell,False,tabula,muscle
CYTB,muscle-capillary_endothelial_cell,False,tabula,muscle
RPS27A,muscle-capillary_endothelial_cell,False,tabula,muscle
H3-3B,muscle-capillary_endothelial_cell,False,tabula,muscle
TPT1,muscle-capillary_endothelial_cell,False,tabula,muscle
RPLP1,muscle-capillary_endothelial_cell,False,tabula,muscle
TMSB4X,muscle-capillary_endothelial_cell,False,tabula,muscle
GSN,muscle-capillary_endothelial_cell,False,tabula,muscle
TM4SF1,muscle-capillary_endothelial_cell,False,tabula,muscle
MYL6,muscle-capillary_endothelial_cell,False,tabula,muscle
IFI27,muscle-capillary_endothelial_cell,False,tabula,muscle
SPARCL1,muscle-capillary_endothelial_cell,False,tabula,muscle
CALM1,muscle-capillary_endothelial_cell,False,tabula,muscle
ZFP36,muscle-capillary_endothelial_cell,False,tabula,muscle
HLA-A,muscle-capillary_endothelial_cell,False,tabula,muscle
HLA-B,muscle-capillary_endothelial_cell,False,tabula,muscle
HLA-E,muscle-capillary_endothelial_cell,False,tabula,muscle
C11ORF96,muscle-capillary_endothelial_cell,False,tabula,muscle
MT2A,muscle-capillary_endothelial_cell,False,tabula,muscle
TMSB10,muscle-capillary_endothelial_cell,False,tabula,muscle
JUN,muscle-capillary_endothelial_cell,True,tabula,muscle
NFKBIA,muscle-capillary_endothelial_cell,False,tabula,muscle
