gene_name,cell_type,is_tf,source,category
FOS,muscle-tendon_cell,True,tabula,muscle
CEBPD,muscle-tendon_cell,True,tabula,muscle
MGP,muscle-tendon_cell,False,tabula,muscle
IGFBP6,muscle-tendon_cell,False,tabula,muscle
LGALS1,muscle-tendon_cell,False,tabula,muscle
APOD,muscle-tendon_cell,False,tabula,muscle
DCN,muscle-tendon_cell,False,tabula,muscle
HSPA1A,muscle-tendon_cell,False,tabula,muscle
HSPA1B,muscle-tendon_cell,False,tabula,muscle
HSP90AA1,muscle-tendon_cell,False,tabula,muscle
RPS25,muscle-tendon_cell,False,tabula,muscle
COL3A1,muscle-tendon_cell,False,tabula,muscle
RPL26,muscle-tendon_cell,False,tabula,muscle
RPL35,muscle-tendon_cell,True,tabula,muscle
PTGDS,muscle-tendon_cell,False,tabula,muscle
CCDC80,muscle-tendon_cell,False,tabula,muscle
CCN2,muscle-tendon_cell,False,tabula,muscle
TIMP3,muscle-tendon_cell,False,tabula,muscle
ID3,muscle-tendon_cell,False,tabula,muscle
FN1,muscle-tendon_cell,False,tabula,muscle
COL6A3,muscle-tendon_cell,False,tabula,muscle
COL1A1,muscle-tendon_cell,False,tabula,muscle
COMP,muscle-tendon_cell,False,tabula,muscle
COL6A1,muscle-tendon_cell,False,tabula,muscle
MYOC,muscle-tendon_cell,False,tabula,muscle
PRELP,muscle-tendon_cell,False,tabula,muscle
THBS4,muscle-tendon_cell,False,tabula,muscle
RPS8,large_intestine-fibroblast,False,tabula,fibroblast
RPL21,large_intestine-fibroblast,False,tabula,fibroblast
RPS9,large_intestine-fibroblast,False,tabula,fibroblast
RPS6,large_intestine-fibroblast,False,tabula,fibroblast
EEF1A1,large_intestine-fibroblast,False,tabula,fibroblast
FAU,large_intestine-fibroblast,False,tabula,fibroblast
S100A6,large_intestine-fibroblast,False,tabula,fibroblast
RPL28,large_intestine-fibroblast,False,tabula,fibroblast
RPL29,large_intestine-fibroblast,False,tabula,fibroblast
RPL11,large_intestine-fibroblast,False,tabula,fibroblast
RPL12,large_intestine-fibroblast,False,tabula,fibroblast
RPL14,large_intestine-fibroblast,False,tabula,fibroblast
RPS2,large_intestine-fibroblast,False,tabula,fibroblast
RPS3,large_intestine-fibroblast,False,tabula,fibroblast
RPL19,large_intestine-fibroblast,False,tabula,fibroblast
RPL18,large_intestine-fibroblast,False,tabula,fibroblast
RPL41,large_intestine-fibroblast,False,tabula,fibroblast
EIF1,large_intestine-fibroblast,False,tabula,fibroblast
RPS27,large_intestine-fibroblast,False,tabula,fibroblast
RPS29,large_intestine-fibroblast,False,tabula,fibroblast
RPS28,large_intestine-fibroblast,False,tabula,fibroblast
ND2,large_intestine-fibroblast,False,tabula,fibroblast
RPS21,large_intestine-fibroblast,False,tabula,fibroblast
ND1,large_intestine-fibroblast,False,tabula,fibroblast
FTL,large_intestine-fibroblast,False,tabula,fibroblast
ND4,large_intestine-fibroblast,False,tabula,fibroblast
RPS23,large_intestine-fibroblast,False,tabula,fibroblast
ND3,large_intestine-fibroblast,False,tabula,fibroblast
RPS24,large_intestine-fibroblast,False,tabula,fibroblast
RPL6,large_intestine-fibroblast,True,tabula,fibroblast
RPL3,large_intestine-fibroblast,False,tabula,fibroblast
RPL30,large_intestine-fibroblast,False,tabula,fibroblast
RPL32,large_intestine-fibroblast,False,tabula,fibroblast
ATP6,large_intestine-fibroblast,False,tabula,fibroblast
RPL34,large_intestine-fibroblast,False,tabula,fibroblast
RPL9,large_intestine-fibroblast,False,tabula,fibroblast
RPL8,large_intestine-fibroblast,False,tabula,fibroblast
RPS16,large_intestine-fibroblast,False,tabula,fibroblast
RPS15,large_intestine-fibroblast,False,tabula,fibroblast
RPS18,large_intestine-fibroblast,False,tabula,fibroblast
RPS19,large_intestine-fibroblast,False,tabula,fibroblast
FTH1,large_intestine-fibroblast,False,tabula,fibroblast
RPL37,large_intestine-fibroblast,False,tabula,fibroblast
COX3,large_intestine-fibroblast,False,tabula,fibroblast
RPL36,large_intestine-fibroblast,False,tabula,fibroblast
COX2,large_intestine-fibroblast,False,tabula,fibroblast
RPL39,large_intestine-fibroblast,False,tabula,fibroblast
COX1,large_intestine-fibroblast,False,tabula,fibroblast
RPS11,large_intestine-fibroblast,False,tabula,fibroblast
RPS14,large_intestine-fibroblast,False,tabula,fibroblast
RPS13,large_intestine-fibroblast,False,tabula,fibroblast
RPL13A,large_intestine-fibroblast,False,tabula,fibroblast
RPS3A,large_intestine-fibroblast,False,tabula,fibroblast
PTMA,large_intestine-fibroblast,False,tabula,fibroblast
RPL37A,large_intestine-fibroblast,False,tabula,fibroblast
CYTB,large_intestine-fibroblast,False,tabula,fibroblast
BTG2,large_intestine-fibroblast,False,tabula,fibroblast
RPS15A,large_intestine-fibroblast,False,tabula,fibroblast
RPS27A,large_intestine-fibroblast,False,tabula,fibroblast
H3-3B,large_intestine-fibroblast,False,tabula,fibroblast
RPL35A,large_intestine-fibroblast,False,tabula,fibroblast
TPT1,large_intestine-fibroblast,False,tabula,fibroblast
RPLP2,large_intestine-fibroblast,False,tabula,fibroblast
RPLP1,large_intestine-fibroblast,False,tabula,fibroblast
RPL10A,large_intestine-fibroblast,False,tabula,fibroblast
RPS4X,large_intestine-fibroblast,True,tabula,fibroblast
TMSB4X,large_intestine-fibroblast,False,tabula,fibroblast
RPL18A,large_intestine-fibroblast,False,tabula,fibroblast
RPL7A,large_intestine-fibroblast,False,tabula,fibroblast
GSN,large_intestine-fibroblast,False,tabula,fibroblast
VIM,large_intestine-fibroblast,False,tabula,fibroblast
ZFP36,large_intestine-fibroblast,False,tabula,fibroblast
JUND,large_intestine-fibroblast,True,tabula,fibroblast
C11ORF96,large_intestine-fibroblast,False,tabula,fibroblast
MT2A,large_intestine-fibroblast,False,tabula,fibroblast
JUN,large_intestine-fibroblast,True,tabula,fibroblast
FOS,large_intestine-fibroblast,True,tabula,fibroblast
CEBPD,large_intestine-fibroblast,True,tabula,fibroblast
MGP,large_intestine-fibroblast,False,tabula,fibroblast
IGFBP6,large_intestine-fibroblast,False,tabula,fibroblast
DCN,large_intestine-fibroblast,False,tabula,fibroblast
FOSB,large_intestine-fibroblast,True,tabula,fibroblast
CST3,large_intestine-fibroblast,False,tabula,fibroblast
RPS20,large_intestine-fibroblast,False,tabula,fibroblast
HSP90AA1,large_intestine-fibroblast,False,tabula,fibroblast
DNAJB1,large_intestine-fibroblast,False,tabula,fibroblast
HSP90AB1,large_intestine-fibroblast,False,tabula,fibroblast
PNRC1,large_intestine-fibroblast,False,tabula,fibroblast
EGR1,large_intestine-fibroblast,True,tabula,fibroblast
CEBPB,large_intestine-fibroblast,True,tabula,fibroblast
RPL26,large_intestine-fibroblast,False,tabula,fibroblast
CCL2,large_intestine-fibroblast,False,tabula,fibroblast
DDX5,large_intestine-fibroblast,False,tabula,fibroblast
GPX3,large_intestine-fibroblast,False,tabula,fibroblast
APOE,large_intestine-fibroblast,False,tabula,fibroblast
PLIN2,large_intestine-fibroblast,False,tabula,fibroblast
IER2,large_intestine-fibroblast,False,tabula,fibroblast
DNAJA1,large_intestine-fibroblast,False,tabula,fibroblast
ATF3,large_intestine-fibroblast,True,tabula,fibroblast
PDK4,large_intestine-fibroblast,False,tabula,fibroblast
RPS8,lung-fibroblast,False,tabula,fibroblast
RPS9,lung-fibroblast,False,tabula,fibroblast
RPS6,lung-fibroblast,False,tabula,fibroblast
RPS7,lung-fibroblast,False,tabula,fibroblast
EEF1A1,lung-fibroblast,False,tabula,fibroblast
FAU,lung-fibroblast,False,tabula,fibroblast
S100A6,lung-fibroblast,False,tabula,fibroblast
RPL28,lung-fibroblast,False,tabula,fibroblast
RPL29,lung-fibroblast,False,tabula,fibroblast
RPL11,lung-fibroblast,False,tabula,fibroblast
RPL12,lung-fibroblast,False,tabula,fibroblast
RPS3,lung-fibroblast,False,tabula,fibroblast
B2M,lung-fibroblast,False,tabula,fibroblast
RPL19,lung-fibroblast,False,tabula,fibroblast
RPL18,lung-fibroblast,False,tabula,fibroblast
RPL41,lung-fibroblast,False,tabula,fibroblast
EIF1,lung-fibroblast,False,tabula,fibroblast
RPS27,lung-fibroblast,False,tabula,fibroblast
RPS28,lung-fibroblast,False,tabula,fibroblast
ND2,lung-fibroblast,False,tabula,fibroblast
FTL,lung-fibroblast,False,tabula,fibroblast
ND4,lung-fibroblast,False,tabula,fibroblast
RPS23,lung-fibroblast,False,tabula,fibroblast
ND3,lung-fibroblast,False,tabula,fibroblast
RPL30,lung-fibroblast,False,tabula,fibroblast
RPL32,lung-fibroblast,False,tabula,fibroblast
ATP6,lung-fibroblast,False,tabula,fibroblast
RPL34,lung-fibroblast,False,tabula,fibroblast
ACTG1,lung-fibroblast,False,tabula,fibroblast
RPL9,lung-fibroblast,False,tabula,fibroblast
RPS16,lung-fibroblast,False,tabula,fibroblast
RPS15,lung-fibroblast,False,tabula,fibroblast
RPS18,lung-fibroblast,False,tabula,fibroblast
RPS19,lung-fibroblast,False,tabula,fibroblast
FTH1,lung-fibroblast,False,tabula,fibroblast
RPL37,lung-fibroblast,False,tabula,fibroblast
COX3,lung-fibroblast,False,tabula,fibroblast
COX2,lung-fibroblast,False,tabula,fibroblast
COX1,lung-fibroblast,False,tabula,fibroblast
RPS11,lung-fibroblast,False,tabula,fibroblast
RPS14,lung-fibroblast,False,tabula,fibroblast
RPL13A,lung-fibroblast,False,tabula,fibroblast
RPS3A,lung-fibroblast,False,tabula,fibroblast
PTMA,lung-fibroblast,False,tabula,fibroblast
CYTB,lung-fibroblast,False,tabula,fibroblast
RPS15A,lung-fibroblast,False,tabula,fibroblast
RPS27A,lung-fibroblast,False,tabula,fibroblast
H3-3B,lung-fibroblast,False,tabula,fibroblast
TPT1,lung-fibroblast,False,tabula,fibroblast
RPLP2,lung-fibroblast,False,tabula,fibroblast
RPLP1,lung-fibroblast,False,tabula,fibroblast
ADIRF,lung-fibroblast,False,tabula,fibroblast
RPS4X,lung-fibroblast,True,tabula,fibroblast
TMSB4X,lung-fibroblast,False,tabula,fibroblast
RPL18A,lung-fibroblast,False,tabula,fibroblast
RPL7A,lung-fibroblast,False,tabula,fibroblast
GSN,lung-fibroblast,False,tabula,fibroblast
MYL6,lung-fibroblast,False,tabula,fibroblast
IFI27,lung-fibroblast,False,tabula,fibroblast
VIM,lung-fibroblast,False,tabula,fibroblast
SPARCL1,lung-fibroblast,False,tabula,fibroblast
ZFP36,lung-fibroblast,False,tabula,fibroblast
JUND,lung-fibroblast,True,tabula,fibroblast
HLA-A,lung-fibroblast,False,tabula,fibroblast
HLA-B,lung-fibroblast,False,tabula,fibroblast
HLA-E,lung-fibroblast,False,tabula,fibroblast
MT2A,lung-fibroblast,False,tabula,fibroblast
TMSB10,lung-fibroblast,False,tabula,fibroblast
JUN,lung-fibroblast,True,tabula,fibroblast
FOS,lung-fibroblast,True,tabula,fibroblast
CLDN5,lung-fibroblast,False,tabula,fibroblast
S100A10,lung-fibroblast,False,tabula,fibroblast
TIMP1,lung-fibroblast,False,tabula,fibroblast
CEBPD,lung-fibroblast,True,tabula,fibroblast
MGP,lung-fibroblast,False,tabula,fibroblast
DCN,lung-fibroblast,False,tabula,fibroblast
CST3,lung-fibroblast,False,tabula,fibroblast
S100A9,lung-fibroblast,False,tabula,fibroblast
IFITM3,lung-fibroblast,False,tabula,fibroblast
EGR1,lung-fibroblast,True,tabula,fibroblast
MT1X,lung-fibroblast,False,tabula,fibroblast
A2M,lung-fibroblast,False,tabula,fibroblast
KLF2,lung-fibroblast,True,tabula,fibroblast
HLA-C,lung-fibroblast,False,tabula,fibroblast
CLU,lung-fibroblast,False,tabula,fibroblast
ITM2B,lung-fibroblast,False,tabula,fibroblast
TXNIP,lung-fibroblast,False,tabula,fibroblast
CCN2,lung-fibroblast,False,tabula,fibroblast
GPX3,lung-fibroblast,False,tabula,fibroblast
TIMP3,lung-fibroblast,False,tabula,fibroblast
CCN5,lung-fibroblast,False,tabula,fibroblast
CAV1,lung-fibroblast,False,tabula,fibroblast
CAVIN2,lung-fibroblast,False,tabula,fibroblast
EPAS1,lung-fibroblast,True,tabula,fibroblast
RGCC,lung-fibroblast,False,tabula,fibroblast
FCN3,lung-fibroblast,False,tabula,fibroblast
ID1,lung-fibroblast,True,tabula,fibroblast
PECAM1,lung-fibroblast,False,tabula,fibroblast
IL1RL1,lung-fibroblast,False,tabula,fibroblast
DEPP1,lung-fibroblast,False,tabula,fibroblast
RPS8,thymus-fast_muscle_cell,False,tabula,muscle
RPS9,thymus-fast_muscle_cell,False,tabula,muscle
RPS6,thymus-fast_muscle_cell,False,tabula,muscle
EEF1A1,thymus-fast_muscle_cell,False,tabula,muscle
FAU,thymus-fast_muscle_cell,False,tabula,muscle
RPL29,thymus-fast_muscle_cell,False,tabula,muscle
RPL11,thymus-fast_muscle_cell,False,tabula,muscle
RPL12,thymus-fast_muscle_cell,False,tabula,muscle
RPL15,thymus-fast_muscle_cell,False,tabula,muscle
RPS2,thymus-fast_muscle_cell,False,tabula,muscle
RPL19,thymus-fast_muscle_cell,False,tabula,muscle
RPL18,thymus-fast_muscle_cell,False,tabula,muscle
RPL41,thymus-fast_muscle_cell,False,tabula,muscle
EIF1,thymus-fast_muscle_cell,False,tabula,muscle
RPS27,thymus-fast_muscle_cell,False,tabula,muscle
RPS28,thymus-fast_muscle_cell,False,tabula,muscle
ND2,thymus-fast_muscle_cell,False,tabula,muscle
ND1,thymus-fast_muscle_cell,False,tabula,muscle
ND4,thymus-fast_muscle_cell,False,tabula,muscle
RPS23,thymus-fast_muscle_cell,False,tabula,muscle
ND3,thymus-fast_muscle_cell,False,tabula,muscle
ND5,thymus-fast_muscle_cell,False,tabula,muscle
RPS24,thymus-fast_muscle_cell,False,tabula,muscle
RPL30,thymus-fast_muscle_cell,False,tabula,muscle
RPL32,thymus-fast_muscle_cell,False,tabula,muscle
ATP6,thymus-fast_muscle_cell,False,tabula,muscle
RPL34,thymus-fast_muscle_cell,False,tabula,muscle
RPL9,thymus-fast_muscle_cell,False,tabula,muscle
RPL8,thymus-fast_muscle_cell,False,tabula,muscle
RPS16,thymus-fast_muscle_cell,False,tabula,muscle
RPS15,thymus-fast_muscle_cell,False,tabula,muscle
RPS18,thymus-fast_muscle_cell,False,tabula,muscle
RPS19,thymus-fast_muscle_cell,False,tabula,muscle
FTH1,thymus-fast_muscle_cell,False,tabula,muscle
RPL37,thymus-fast_muscle_cell,False,tabula,muscle
COX3,thymus-fast_muscle_cell,False,tabula,muscle
COX2,thymus-fast_muscle_cell,False,tabula,muscle
RPL39,thymus-fast_muscle_cell,False,tabula,muscle
COX1,thymus-fast_muscle_cell,False,tabula,muscle
RPS11,thymus-fast_muscle_cell,False,tabula,muscle
RPS14,thymus-fast_muscle_cell,False,tabula,muscle
RPS13,thymus-fast_muscle_cell,False,tabula,muscle
RPL13A,thymus-fast_muscle_cell,False,tabula,muscle
RPS3A,thymus-fast_muscle_cell,False,tabula,muscle
RPL37A,thymus-fast_muscle_cell,False,tabula,muscle
CYTB,thymus-fast_muscle_cell,False,tabula,muscle
BTG2,thymus-fast_muscle_cell,False,tabula,muscle
RPS15A,thymus-fast_muscle_cell,False,tabula,muscle
RPS27A,thymus-fast_muscle_cell,False,tabula,muscle
RPL35A,thymus-fast_muscle_cell,False,tabula,muscle
RPL23A,thymus-fast_muscle_cell,False,tabula,muscle
GAPDH,thymus-fast_muscle_cell,False,tabula,muscle
TPT1,thymus-fast_muscle_cell,False,tabula,muscle
RPLP2,thymus-fast_muscle_cell,False,tabula,muscle
RPLP1,thymus-fast_muscle_cell,False,tabula,muscle
ADIRF,thymus-fast_muscle_cell,False,tabula,muscle
RPS4X,thymus-fast_muscle_cell,True,tabula,muscle
RPL18A,thymus-fast_muscle_cell,False,tabula,muscle
RPL7A,thymus-fast_muscle_cell,False,tabula,muscle
ZFP36,thymus-fast_muscle_cell,False,tabula,muscle
MT2A,thymus-fast_muscle_cell,False,tabula,muscle
FOS,thymus-fast_muscle_cell,True,tabula,muscle
YBX3,thymus-fast_muscle_cell,False,tabula,muscle
SOD2,thymus-fast_muscle_cell,False,tabula,muscle
HSP90AA1,thymus-fast_muscle_cell,False,tabula,muscle
HSPB1,thymus-fast_muscle_cell,False,tabula,muscle
RPS25,thymus-fast_muscle_cell,False,tabula,muscle
EGR1,thymus-fast_muscle_cell,True,tabula,muscle
CRYAB,thymus-fast_muscle_cell,False,tabula,muscle
MT1X,thymus-fast_muscle_cell,False,tabula,muscle
RPL27A,thymus-fast_muscle_cell,False,tabula,muscle
RPL35,thymus-fast_muscle_cell,True,tabula,muscle
TPM1,thymus-fast_muscle_cell,False,tabula,muscle
DES,thymus-fast_muscle_cell,False,tabula,muscle
SYNPO2,thymus-fast_muscle_cell,False,tabula,muscle
RPL38,thymus-fast_muscle_cell,False,tabula,muscle
TXNIP,thymus-fast_muscle_cell,False,tabula,muscle
YBX1,thymus-fast_muscle_cell,True,tabula,muscle
EEF2,thymus-fast_muscle_cell,False,tabula,muscle
NDUFA4,thymus-fast_muscle_cell,False,tabula,muscle
MT1E,thymus-fast_muscle_cell,False,tabula,muscle
CKM,thymus-fast_muscle_cell,False,tabula,muscle
MYL1,thymus-fast_muscle_cell,False,tabula,muscle
COX6A2,thymus-fast_muscle_cell,False,tabula,muscle
MYL11,thymus-fast_muscle_cell,False,tabula,muscle
TNNC2,thymus-fast_muscle_cell,False,tabula,muscle
TNNT3,thymus-fast_muscle_cell,False,tabula,muscle
UQCRB,thymus-fast_muscle_cell,True,tabula,muscle
COX7A1,thymus-fast_muscle_cell,False,tabula,muscle
CMYA5,thymus-fast_muscle_cell,False,tabula,muscle
NEB,thymus-fast_muscle_cell,False,tabula,muscle
MYBPC1,thymus-fast_muscle_cell,False,tabula,muscle
MYH2,thymus-fast_muscle_cell,False,tabula,muscle
SLC25A4,thymus-fast_muscle_cell,False,tabula,muscle
MB,thymus-fast_muscle_cell,False,tabula,muscle
TCAP,thymus-fast_muscle_cell,False,tabula,muscle
TNNI2,thymus-fast_muscle_cell,False,tabula,muscle
PDK4,thymus-fast_muscle_cell,False,tabula,muscle
FKBP5,thymus-fast_muscle_cell,False,tabula,muscle
TRDN,thymus-fast_muscle_cell,False,tabula,muscle
RPS8,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL21,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS6,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
EEF1A1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
FAU,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
S100A6,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL28,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL11,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL12,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL14,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS2,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS3,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL19,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL18,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL41,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS27,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS28,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ND2,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ND1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
FTL,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ND4,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS23,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ND3,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL5,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL3,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL30,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL32,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ATP6,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL34,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ACTG1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL8,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS15,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS18,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS19,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
FTH1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL37,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
COX3,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
COX2,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
COX1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS14,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS13,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL13A,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS3A,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
PTMA,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL37A,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CYTB,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS27A,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
H3-3B,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL35A,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
GAPDH,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
TPT1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPLP2,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPLP1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ADIRF,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPS4X,thymus-vascular_associated_smooth_muscle_cell,True,tabula,muscle
TMSB4X,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL18A,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPL7A,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
MYL6,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
VIM,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
SPARCL1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ZFP36,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
C11ORF96,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
MT2A,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
IGFBP7,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
FOS,thymus-vascular_associated_smooth_muscle_cell,True,tabula,muscle
GADD45B,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CEBPD,thymus-vascular_associated_smooth_muscle_cell,True,tabula,muscle
MGP,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
S100A4,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
LGALS1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CST3,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
HSPB1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
IFITM3,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
EGR1,thymus-vascular_associated_smooth_muscle_cell,True,tabula,muscle
CRYAB,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ADAMTS1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RPLP0,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
TPM2,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
MYL9,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
TAGLN,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
FLNA,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
TPM1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
MYH11,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
IGFBP5,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
DSTN,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
MT1M,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CALD1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
ACTA2,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CCL2,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
DES,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
MYLK,thymus-vascular_associated_smooth_muscle_cell,True,tabula,muscle
ACTG2,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
CSRP1,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
TIMP3,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
APOE,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
PPP1R14A,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
RHOB,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
FABP4,thymus-vascular_associated_smooth_muscle_cell,False,tabula,muscle
NR4A1,thymus-vascular_associated_smooth_muscle_cell,True,tabula,muscle
RPS8,vasculature-fibroblast,False,tabula,fibroblast
RPL21,vasculature-fibroblast,False,tabula,fibroblast
RPS9,vasculature-fibroblast,False,tabula,fibroblast
RPS6,vasculature-fibroblast,False,tabula,fibroblast
EEF1A1,vasculature-fibroblast,False,tabula,fibroblast
S100A6,vasculature-fibroblast,False,tabula,fibroblast
RPL28,vasculature-fibroblast,False,tabula,fibroblast
RPL29,vasculature-fibroblast,False,tabula,fibroblast
RPL11,vasculature-fibroblast,False,tabula,fibroblast
RPL12,vasculature-fibroblast,False,tabula,fibroblast
RPL15,vasculature-fibroblast,False,tabula,fibroblast
RPL14,vasculature-fibroblast,False,tabula,fibroblast
RPS5,vasculature-fibroblast,False,tabula,fibroblast
RPS2,vasculature-fibroblast,False,tabula,fibroblast
RPS3,vasculature-fibroblast,False,tabula,fibroblast
RPL19,vasculature-fibroblast,False,tabula,fibroblast
RPL18,vasculature-fibroblast,False,tabula,fibroblast
RPL41,vasculature-fibroblast,False,tabula,fibroblast
RPS27,vasculature-fibroblast,False,tabula,fibroblast
RPS29,vasculature-fibroblast,False,tabula,fibroblast
RPS28,vasculature-fibroblast,False,tabula,fibroblast
FTL,vasculature-fibroblast,False,tabula,fibroblast
ND4,vasculature-fibroblast,False,tabula,fibroblast
RPS23,vasculature-fibroblast,False,tabula,fibroblast
ND3,vasculature-fibroblast,False,tabula,fibroblast
RPS24,vasculature-fibroblast,False,tabula,fibroblast
RPL5,vasculature-fibroblast,False,tabula,fibroblast
RPL6,vasculature-fibroblast,True,tabula,fibroblast
RPL3,vasculature-fibroblast,False,tabula,fibroblast
RPL30,vasculature-fibroblast,False,tabula,fibroblast
RPL32,vasculature-fibroblast,False,tabula,fibroblast
ATP6,vasculature-fibroblast,False,tabula,fibroblast
RPL34,vasculature-fibroblast,False,tabula,fibroblast
RPL9,vasculature-fibroblast,False,tabula,fibroblast
RPL8,vasculature-fibroblast,False,tabula,fibroblast
RPS16,vasculature-fibroblast,False,tabula,fibroblast
RPS15,vasculature-fibroblast,False,tabula,fibroblast
RPS18,vasculature-fibroblast,False,tabula,fibroblast
